itemId,category,name,brandName,price,averageRating,totalReviews,retrievedDate
100002528,beli-harddisk-eksternal,"TOSHIBA Smart HD LED TV 32"" - 32L5650VJ Free Bracket TV - Hitam - Khusus Jabodetabek",Toshiba,2499000,4,8,02/10/2019
100003785,beli-harddisk-eksternal,"TOSHIBA Full HD Smart LED TV 40"" - 40L5650VJ - Hitam - Khusus Jabodetabek",Toshiba,3788000,3,3,02/10/2019
100004132,beli-harddisk-eksternal, Samsung 40 Inch Full HD Flat LED Digital TV 40J5000,LG,3850000,3,2,02/10/2019
100004505,beli-harddisk-eksternal,"Sharp HD LED TV 24"" - LC-24LE175I - Hitam",Sharp,1275000,3,11,02/10/2019
100005037,beli-harddisk-eksternal,"Lenovo Ideapad 130-15AST LAPTOP MULTIMEDIA I AMD A4-9125 I 8GB DDR4 I 1TB HDD I AMD Radeon R3 I 15,6 HD LED I DVDRW I DOS",Lenovo,3984100,5,1,02/10/2019
100006860,beli-harddisk-eksternal,Sandisk Flashdisk Cruzer Glide CZ60 16GB + iRing Mobile Phone.,SanDisk,55800,4,2,02/10/2019
100007498,beli-harddisk-eksternal,Asus X407UB-BV187T Laptop Multimedia Murah I Core™ i5-8250U I 4GB DDR4 I 1TB HDD + SLOT SSD M2 I NVIDIA GeForce MX110 2GB I WINDOWS 10 I NO DVDRW I 14.0 HD USLIM,Asus,8132000,5,2,02/10/2019
100010722,beli-harddisk-eksternal,"Philips 32PHA3052S/70 32"" Televisi LED (FREE Bracket LED) - Khusus JABODETABEK",Philips,1990000,4,10,02/10/2019
100010745,beli-harddisk-eksternal,Philips 39PHA4251S/70 39' Televisi LED (FREE Bracket LED) - Khusus JABODETABEK,Philips,3190000,4,7,02/10/2019
100015720,beli-harddisk-eksternal,Acer E5 575G-74E2 - Core i7-6500U - RAM 8GB DDR4 - HDD 1TB - VGA Nvidia 940MX 2GB - Black,Acer,8000000,3,8,02/10/2019
100024235,beli-harddisk-eksternal,Sharp LED 32 LE 180 - 32 Inc- Hitam KHUSUS JABODETABEK ( untuk keluar kota wajib di packing kayu),Sharp,1800000,3,3,02/10/2019
100027053,beli-harddisk-eksternal,SanDisk Flashdisk Cruzer Glide CZ60 - 32GB - Hitam Merah - USB 2.0,SanDisk,198220,5,1,02/10/2019
100027329,beli-harddisk-eksternal,"Maxtor Hardisk Eksternal M3 1TB 2.5"" USB 3.0 HDD EXT Storage",Maxtor,755000,4,3,02/10/2019
100027616,beli-harddisk-eksternal,SanDisk Flashdisk Ultra CZ48 100MB/s - 32GB - Merah - USB 3.0,SanDisk,209880,5,4,02/10/2019
100028438,beli-harddisk-eksternal,Orico PHL-25 2.5 Inch HDD Protection Case Bag - Hitam ,Orico,39900,4,6,02/10/2019
100030605,beli-harddisk-eksternal,SanDisk Flashdisk Cruzer Switch CZ52 - Flashdsk 64GB - Hitam Merah - USB 2.0,SanDisk,271688,5,1,02/10/2019
100034104,beli-harddisk-eksternal,Sandisk Flashdisk 64 GB Cruzer Blade CZ50 - Hitam,SanDisk,124000,4,91,02/10/2019
100034117,beli-harddisk-eksternal,Sandisk Flashdisk 64GB Cruzer Blade CZ50 - Hitam + iRing Mobile Phone warna Random,SanDisk,126000,2,1,02/10/2019
100036366,beli-harddisk-eksternal,"Sharp HD LED TV 24"" - LC-24LE170I - Hitam",Sharp,1149000,4,54,02/10/2019
100038665,beli-harddisk-eksternal,"Lenovo Ideapad 110 - 15IBR - Windows 10 - Celeron N3060 - Ram 4GB - 500GB - 15,6"" (Hitam)",Lenovo,4200000,3,3,02/10/2019
100042741,beli-harddisk-eksternal,Flashdisk USB Toshiba Hayabusa Flashdrive 32GB - White,Toshiba,79000,2,6,02/10/2019
100047783,beli-harddisk-eksternal,HP V178 Flash Disk Rubber Ice Cream 32 GB - Pink,HP,105000,5,1,02/10/2019
100052565,beli-harddisk-eksternal,Transcend StoreJet 25H3 1TB - HDD / HD / Hardisk External Antishock,Transformers,740000,4,13,02/10/2019
100055947,beli-harddisk-eksternal,Sandisk Flashdisk 64GB Cruzer Force - Silver.,SanDisk,235800,4,17,02/10/2019
100061038,beli-harddisk-eksternal,"Western Digital WD My Passport New Design Portable 1TB 2.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive - Gratis Pouch",WD,770000,4,29,02/10/2019
100072071,beli-harddisk-eksternal,Acer Aspire E5-575G-74E2/BK,Acer,7725000,2,1,02/10/2019
100086255,beli-harddisk-eksternal,"Panasonic 32"" LED TV TH-32D305G - Hitam + Gratis Bracket",Panasonic,2349000,4,6,02/10/2019
100087269,beli-harddisk-eksternal,"Acer E5 475G-35BR - Core i3-6100U - VGA Nvidia 940MX 2GB DDR5 - RAM 2GB DDR4 - 500GB - 14"" - Steel Grey",Acer,5700000,4,2,02/10/2019
100094378,beli-harddisk-eksternal,Hitachi Touro 1 TB + Cloud Storage 3 GB,Hitachi,655000,4,1,02/10/2019
100094942,beli-harddisk-eksternal,"Western Digital WD My Passport New Design Portable 2TB 2.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive - Gratis Pouch",WD,1095000,4,40,02/10/2019
100110786,beli-harddisk-eksternal,"Western Digital WD My Passport New Design Portable 4TB 2.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive - Gratis Pouch",WD,1740000,4,22,02/10/2019
100111226,beli-harddisk-eksternal," Western Digital WD My Book Desktop New Design 3TB 3.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive ",WD,1485000,5,1,02/10/2019
100125285,beli-harddisk-eksternal,Sandisk Flashdisk Cruzer Dial CZ57 - 32GB,SanDisk,95000,4,29,02/10/2019
100125294,beli-harddisk-eksternal,Sandisk Flashdisk Cruzer Dial CZ57 - 64GB,SanDisk,190000,4,10,02/10/2019
100125304,beli-harddisk-eksternal,Toshiba Flashdisk 64GB - Hitam   ,Toshiba,65000,2,10,02/10/2019
100125311,beli-harddisk-eksternal,Toshiba Flashdisk 64GB - Putih   ,Toshiba,65000,2,8,02/10/2019
100133210,beli-harddisk-eksternal,Sandisk Ultra 3.0 Flash Drive - 32GB,SanDisk,165000,3,3,02/10/2019
100139725,beli-harddisk-eksternal,Sony Flashdisk 64GB (White),Sony,130000,3,2,02/10/2019
100154846,beli-harddisk-eksternal,Ikedo LED TV 15 inch Wide- Putih,Ikedo,780000,4,3,02/10/2019
100154897,beli-harddisk-eksternal, Ikedo LED TV 24 inch - Hitam  ,Ikedo,1250000,5,1,02/10/2019
100169437,beli-harddisk-eksternal,WD My Passport 1TB New Design - Hitam free pouch,WD,771000,5,6,02/10/2019
100183475,beli-harddisk-eksternal,"Seagate Backup Plus Portable 5TB 2.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive - Gratis Pouch",Seagate,2290000,5,5,02/10/2019
100184344,beli-harddisk-eksternal,Aqua Sanyo 32AQT9000T ( Digital TV DVB-T2) LED TV Hitam 32in- Khusus JABODETABEK,Sanyo,2290000,2,2,02/10/2019
100191938,beli-harddisk-eksternal,"Asus E202S Notebook 11.6"" - Black",Asus,3050000,3,23,02/10/2019
100191956,beli-harddisk-eksternal,"Ichiko S3296 LED TV 32"" SMART TV ANDROID- USB MOVIE Hitam - Khusus JABODETABEK",Ichiko,2290000,5,1,02/10/2019
100192021,beli-harddisk-eksternal,"Polytron PLD32T7511 LED TV 32"" + Stand Tower Speaker Hitam - Khusus JABODETABEK",Polytron,2629000,1,4,02/10/2019
100198730,beli-harddisk-eksternal,Toshiba TransMemory USB 3.0 16GB - Blue,Toshiba,95000,2,1,02/10/2019
100213091,beli-harddisk-eksternal,Kevindo Hard Case Hard Disk / GPS - Hitam,Kevindo,60000,5,2,02/10/2019
100216044,beli-harddisk-eksternal,"Sharp 32"" LED TV-LC-32LE180I-HITAM Original, Murah, Garansi resmi - Khusus Jabodetabek",Sharp,1825000,4,7,02/10/2019
100235496,beli-harddisk-eksternal,Toshiba Flashdisk Hayabusa 16GB Free USB Light & OTG connetor,Toshiba,40000,5,2,02/10/2019
100235739,beli-harddisk-eksternal,"Sharp 24"" LC-24LE170 LED TV-HITAM - Khusus Jabodetabek",Sharp,1195000,4,26,02/10/2019
100268501,beli-harddisk-eksternal,"Asus VivoBook A409FJ-EK751T - Intel i7 8565U - 8GB - 512GB SSD - MX230 2GB - Fingerprint - 14"" FHD - Win10 Home - Silver - ESEL",Asus,11999000,5,2,02/10/2019
100305829,beli-harddisk-eksternal,WD My Passport 2TB New Design -Hitam- (bonus pouch original WD),WD,1085000,5,3,02/10/2019
100306249,beli-harddisk-eksternal,WD My Passport 4TB New Design - Black free pouch,WD,1710000,5,2,02/10/2019
100309395,beli-harddisk-eksternal,Xiaomi Mi Notebook Air 12.5″ inch FHD Gold,Xiaomi,7888000,5,8,02/10/2019
100310127,beli-harddisk-eksternal,"WD My Passport New Design 1TB Portable Storage USB 3.0 - Biru Harddisk Eksternal 2.5"" + Pouch WD + USB Lampu LED",WD,900000,5,2,02/10/2019
100338045,beli-harddisk-eksternal,"WD My Passport New Design 2TB Portable Storage USB 3.0 - Kuning Harddisk Eksternal 2.5"" + Pouch WD + USB Lampu LED",WD,1395000,5,1,02/10/2019
100338987,beli-harddisk-eksternal,"WD My Passport New Design 2TB Portable Storage USB 3.0 - Orange Harddisk Eksternal 2.5"" + Pouch WD + USB Lampu LED",WD,1395000,4,5,02/10/2019
100339807,beli-harddisk-eksternal,"WD My Passport New Design 2TB Portable Storage USB 3.0 - Biru Harddisk Eksternal 2.5"" + Pouch WD + USB Lampu LED",WD,1295000,4,8,02/10/2019
100344408,beli-harddisk-eksternal,"Sharp 24"" 24LE170i LED AQUOS TV LC-TT Hitam Free Bracket",Sharp,1249000,2,4,02/10/2019
100347655,beli-harddisk-eksternal,Vandisk Flash Disk V60N 16GB + USB OTG - Hitam,VANDISK,75999,5,4,02/10/2019
100348611,beli-harddisk-eksternal,"WD My Passport New Design 4TB Portable Storage USB 3.0 - Biru Harddisk Eksternal 2.5"" + Gratis Kaspersky USB Antivirus + Pouch WD + USB Lampu LED Biru",WD,2095000,5,1,02/10/2019
100356012,beli-harddisk-eksternal,Toshiba Flashdisk Transmemory Hayabusa 16GB - Putih,Toshiba,44999,4,28,02/10/2019
100363390,beli-harddisk-eksternal, [free ongkir] SanDisk Flashdisk Dual Drive OTG 32GB - USB 3.0 150MB/s,SanDisk,120000,3,7,02/10/2019
100363400,beli-harddisk-eksternal, SanDisk Flashdisk Dual Drive OTG 32GB - USB 3.0 - Putih,SanDisk,114000,4,3,02/10/2019
100363874,beli-harddisk-eksternal,"Asus VivoBook A407MA-BV002T Notebook - Icicle Gold - Intel N4000 - Fingerprint - 4GB - 1TB - 14""HD - Win10 - ESEL",Asus,3948000,4,10,02/10/2019
100363934,beli-harddisk-eksternal,"Asus VivoBook A409FJ-EK752T - Intel i7 8565U - 8GB - 512GB SSD - MX230 2GB - Fingerprint - 14"" FHD - Win10 Home - Grey - ESEL",Asus,11999000,5,2,02/10/2019
10041426,beli-harddisk-eksternal,SanDisk Ultra Dual Drive USB OTG Type-C 64GB (150MB/s) - Hitam/Silver,SanDisk,173600,5,5,02/10/2019
10041478,beli-harddisk-eksternal,Sandisk Flash Disk Cruzer Edge CZ51 4GB,SanDisk,39900,4,6,02/10/2019
100443971,beli-harddisk-eksternal,"Keras For Membawa Tas Kain Layar PU 6,35 Cm Hard Drive Eksternal-Internasional",VAKIND,51400,3,1,02/10/2019
100551647,beli-harddisk-eksternal,OTG 16GB Flash Disk Vandisk V60N - New,Advance,87000,3,1,02/10/2019
100560370,beli-harddisk-eksternal,"WD My Passport New Design 4TB Portable Storage USB 3.0 - Merah Harddisk Eksternal 2.5"" + Gratis Kaspersky USB Antivirus + Pouch WD + USB Lampu LED Merah",WD,2095000,5,1,02/10/2019
100560860,beli-harddisk-eksternal,"WD My Passport New Design 4TB Portable Storage USB 3.0 - Hitam Harddisk Eksternal 2.5"" + Gratis Kaspersky USB Antivirus + Pouch WD + USB Lampu LED Hitam",WD,2095000,4,1,02/10/2019
100564515,beli-harddisk-eksternal,Orico HDD Enclosure 2588US3 - Biru ,Orico,99000,3,5,02/10/2019
100570199,beli-harddisk-eksternal,Acer ES1 132 - Intel Celeron N3350 - 2GB RAM - 500GB HDD - Hitam,Acer,3053900,3,1,02/10/2019
100571392,beli-harddisk-eksternal,"Seagate BackUp Plus Desktop Hub 4TB Harddisk Eksternal 3,5"" USB 3.0",Seagate,1643000,3,6,02/10/2019
100571835,beli-harddisk-eksternal,"Seagate BackUp Plus Desktop Hub 8TB Harddisk Eksternal 3,5"" USB 3.0",Seagate,3095000,5,1,02/10/2019
100580784,beli-harddisk-eksternal,"Seagate BackUp Plus Portable 5TB - Hitam Harddisk Eksternal 2,5"" USB 3.0",Seagate,2299000,5,7,02/10/2019
100581238,beli-harddisk-eksternal,"HDD/ hdd/ hardisk/ hd/ hard drive external / eksternal Western Digital WD My Passport New Design 1TB 2.5"" USB 3.0 - Hitam",WD,870000,4,3,02/10/2019
100582501,beli-harddisk-eksternal,"Maxtor M3 2TB Portable Harddisk Eksternal 2,5"" USB 3.0",Maxtor,1030000,3,3,02/10/2019
100590773,beli-harddisk-eksternal,"WD My Passport New Design 1TB 2.5"" USB 3.0 - Red",WD,900000,5,1,02/10/2019
100623310,beli-harddisk-eksternal,USB Naruto 2.0 4GB Flash Drive Flash Disk Memory Memori Alat Penyimpanan Data File Transfer Data ke Komputer Laptop Notebook Netbook NB PC Computer Accessories Bentuk Robot Design Unik Kartun Anime Animasi Naruto Shippuden - Orange,USB,58900,4,6,02/10/2019
100623324,beli-harddisk-eksternal,USB Naruto 2.0 8GB Flash Drive Flash Disk Memory Memori Alat Penyimpanan Data File Transfer Data ke Komputer Laptop Notebook Netbook NB PC Computer Accessories Bentuk Robot Design Unik Kartun Anime Animasi Naruto Shippuden - Orange,USB,59900,4,6,02/10/2019
100627725,beli-harddisk-eksternal,"WD My Passport Ultra 1TB Harddisk External 2.5"" USB 3.0 Resmi + Free Pouch - Hitam",WD,1000000,4,1,02/10/2019
100630566,beli-harddisk-eksternal, Sandisk Cruzer Blade Flashdisk 32GB  - Hitam,SanDisk,102000,4,8,02/10/2019
100645246,beli-harddisk-eksternal,"Samsung 32"" LED TV - UA32N4001 - USB MOVIE - Hitam  khusus jabodetabek",Samsung,1945000,4,8,02/10/2019
100671263,beli-harddisk-eksternal,"Sharp 24"" 24LE1751 LED AQUOS TV LC-TT Hitam",Sharp,1458000,5,3,02/10/2019
100696720,beli-harddisk-eksternal,"WD My Passport Ultra 4TB Harddisk External 2.5"" USB 3.0 Resmi Putih",WD,2000000,3,3,02/10/2019
100928315,beli-harddisk-eksternal,"Pos-USB Ke EVA Case Bawaan Tas Kantong Papan 6,35 Cm HDD Harddisk Cakram PC GPS JK (biru) -Internasional",China OEM,32863,3,2,02/10/2019
100934823,beli-harddisk-eksternal,"Keras EVA membawa tas untuk 6,35 cm portabel Hard Drive eksternal - Internasional",VAKIND,42500,5,1,02/10/2019
100938513,beli-harddisk-eksternal,"6,35 cm HDD Sata ke USB 3,0 Hard Drive Disk yang Sata Case penyimpanan eksternal - Internasional",VAKIND,66100,4,6,02/10/2019
100944134,beli-harddisk-eksternal,"USB 3,0 2.5 \ ""SATA Harddisk Eksternal HDD Case Penutup Tahan Lama Aluminium-Internasional",VAKIND,73400,4,1,02/10/2019
100990051,beli-harddisk-eksternal,"2.5 \ ""USB 2,0 SATA HD Box HDD Harddisk Eksternal Case Penutup-Internasional",VAKIND,43900,3,3,02/10/2019
101118955,beli-harddisk-eksternal,LG Led TV 32LJ500,LG,2995620,2,3,02/10/2019
101119036,beli-harddisk-eksternal,SAMSUNG LED TV 24H4150,Samsung,2001325,3,1,02/10/2019
101159363,beli-harddisk-eksternal,"USB 2.0 External Case METAL For SATA 2.5"" Inch HDD",USB,46153,4,20,02/10/2019
101187978,beli-harddisk-eksternal,ORICO [1125SS] - 2.5 to 3.5 inch Hard Drive Caddy,Orico,90000,5,2,02/10/2019
101187982,beli-harddisk-eksternal,"ORICO [L127SS] - Aluminum 7, 9.5, and 12.5 mm Internal Hard Drive Caddy for Laptops",Orico,132000,4,3,02/10/2019
101207851,beli-harddisk-eksternal,Toshiba Flashdisk Hayabusa 32GB Free Power Bank Slim,Toshiba,55000,2,2,02/10/2019
101257301,beli-harddisk-eksternal,"Lenovo Ideapad 110-14IBR - RAM 4GB - Celeron N3060 - 500GB - 14"" - DOS - Hitam",Lenovo,3665000,4,3,02/10/2019
101389649,beli-harddisk-eksternal,20 Cm Rangkap-kepala USB 3.0 untuk SATA 22 Pin-harddisk Cakram Kabel Adaptor Konverter For SSD HDD -Internasional,thinch,83295,5,3,02/10/2019
101390442,beli-harddisk-eksternal,20 Cm USB 3.0 untuk SATA Harddisk Cakram Kabel Adaptor Konverter For SSD HDD-Internasional,thinch,76094,3,4,02/10/2019
101423283,beli-harddisk-eksternal,"Seagate Backup Plus Slim 4TB Harddisk External 2.5"" USB 3.0 Resmi + Free Pouch (Hitam) ",Seagate,2100000,5,1,02/10/2019
101431744,beli-harddisk-eksternal,"Lenovo Ideapad 310-15IKB - Core i7-7500U - 4GB DDR4 - 1TB HDD - Nvidia GT920MX 2GB - 15""",Lenovo,8299000,5,1,02/10/2019
101457364,beli-harddisk-eksternal,Flasdisk Samsung OTG - 16GB,Samsung,92000,3,6,02/10/2019
101460895,beli-harddisk-eksternal,Sandisk FlashDisk Dual Drive OTG m3.0 64GB - Gold + iRing Mobile Phone Random .,SanDisk,157000,5,1,02/10/2019
101479369,beli-harddisk-eksternal,SANDISK USB Flashdisk CRUIZER BLADE 16GB - Hitam,SanDisk,55000,4,28,02/10/2019
101479371,beli-harddisk-eksternal,Sandisk Usb Flashdisk Cruzer Blade 32gb - Hitam,SanDisk,65000,4,49,02/10/2019
101479372,beli-harddisk-eksternal,SANDISK USB Flashdisk CRUIZER BLADE 64GB - Hitam,SanDisk,113000,5,1,02/10/2019
101479374,beli-harddisk-eksternal,SanDisk Ultra Dual Drive m3.0 16GB USB 3.0 OTG Flash Drive upto 150Mb/s,SanDisk,70000,4,4,02/10/2019
101479375,beli-harddisk-eksternal,SanDisk Ultra Dual Drive m3.0 32GB USB 3.0 OTG Flash Drive upto 150Mb/s,SanDisk,90000,5,1,02/10/2019
101479376,beli-harddisk-eksternal,SanDisk Ultra Dual Drive m3.0 64GB USB 3.0 OTG Flash Drive upto 150Mb/s,SanDisk,142000,4,2,02/10/2019
101479377,beli-harddisk-eksternal,SanDisk Ultra Dual Drive m3.0 128GB USB 3.0 OTG Flash Drive upto 150Mb/s,SanDisk,268000,5,2,02/10/2019
101479379,beli-harddisk-eksternal,SanDisk Ultra Dual Drive 32GB USB 3.0 OTG Flash Drive upto 130Mb/s,SanDisk,90000,4,15,02/10/2019
101479380,beli-harddisk-eksternal,SanDisk Ultra Dual Drive 32GB USB 3.0 OTG Flash Drive upto 130Mb/s,SanDisk,90000,5,2,02/10/2019
101523246,beli-harddisk-eksternal,Sandisk Ultra Dual Drive OTG 64GB USB m3.0 SDDD3-64G,SanDisk,389000,5,2,02/10/2019
101528155,beli-harddisk-eksternal,"Lenovo Ideapad 130-15IKB ICore i5-8250U I 8GB DDR4 I 1TB HDD I VGA NVIDIA GeForce MX110 2GB I 15,6 HD LED I DVDRW I OS DOS",Lenovo,7720000,4,9,02/10/2019
101533221,beli-harddisk-eksternal,"Acer Aspire E5-523G-96NN 15.6"" Laptop/ Notebook (AMD A9-9410, DDR4 4GB, HDD 500GB, AMD R5 M430/2GB, Win 10 Home)",Acer,6450000,4,1,02/10/2019
101535545,beli-harddisk-eksternal,Kingston 8GB Snake Flashdisk,Kingston,115000,3,1,02/10/2019
101536686,beli-harddisk-eksternal,Kingston 8GB Snake Flashdisk,Kingston,115000,4,2,02/10/2019
101617953,beli-harddisk-eksternal,"ADATA HD710 [2TB/USB3.0] Harddisk Eksternal 2.5"" - Hitam + Free Kaspersky USB Antivirus",Adata,1595000,5,3,02/10/2019
101624778,beli-harddisk-eksternal,"Lenovo Ideapad 310-15IKB  15.6"" Laptop i7-7500U  4GB DDR4, 1TB HDD  NVIDIA GeForce 920MX ",Lenovo,8500000,5,1,02/10/2019
101656268,beli-harddisk-eksternal,"Toshiba Full HD Smart LED TV 43"" - 43L5650 - Hitam - Khusus Jabodetabek",Toshiba,4599000,5,1,02/10/2019
101663114,beli-harddisk-eksternal,"Ichiko S3258 LED TV 32"" USB MOVIE -Hitam - Khusus JABODETABEK",Ichiko,1890000,2,8,02/10/2019
10171688,beli-harddisk-eksternal,"Laptop Gaming Murah Acer Aspire ES1 421-24Q8 - AMD E1-6010 - RAM 2GB - 500GB - AMD Radeon R2 - 14"" HD",Acer,3553000,3,1,02/10/2019
101865238,beli-harddisk-eksternal,"Asus VivoBook X441BA-GA432T - AMD A4-9125 - 4GB - 1TB - DVD RW - 14""HD - Win10 Home - Silver - ESEL",Asus,3699000,4,1,02/10/2019
101865480,beli-harddisk-eksternal,"Asus VivoBook X441UA-GA312T Notebook - Core i3-7020U - 4GB - 1TB - DVD RW - 14""HD - Win10 Home - Silver - ESEL",Asus,5987000,5,1,02/10/2019
101896826,beli-harddisk-eksternal,Kingston 8GB Snake Flashdisk,Kingston,120000,5,1,02/10/2019
101927547,beli-harddisk-eksternal,"Asus VivoBook X441UB-GA312T - Intel i3 7020U - 4GB - 1TB - MX110-2GB - 14"" - Win10 Home - Silver - ESEL",Asus,6498000,5,1,02/10/2019
101932491,beli-harddisk-eksternal,"Asus VivoBook A407MA-BV003T Notebook - Rose Gold - Intel N4000 - Fingerprint - 4GB - 1TB - 14""HD - Win10 - ESEL",Asus,3948000,4,2,02/10/2019
10195841,beli-harddisk-eksternal,"2,5 \ ""HD USB 3.0 SATA Kotak Kandang (Hitam)",VAKIND,57000,4,7,02/10/2019
101982527,beli-harddisk-eksternal,"TCL - LED TV 39"" L39D1900 - Hitam",TCL,2897500,3,1,02/10/2019
102072694,beli-harddisk-eksternal,"Lenovo IdeaPad 100-15IBD 15.6"" Intel Core i3-5005U - 2GB RAM - 500GB HDD - Windows 10 - Black",Lenovo,5750000,3,3,02/10/2019
102076465,beli-harddisk-eksternal,Asus X407UA-BV316T I Core™ i3-7020U I 4GB DDR4 I 1TB HDD + 1SLOT SSD M2 I 14.0 HD USLIM I VGA Intel I Windows 10 I NO DVDRW,Asus,5572000,5,2,02/10/2019
102080559,beli-harddisk-eksternal,Asus VivoBook X407UA-BV421T I Core™ i3-7020U I 4GB DDR4 I 1TB HDD +1SLOT SSD M2 I 14.0 HD USLIM I WINDOWS 10 I NO ODD,Asus,5571000,5,4,02/10/2019
102081064,beli-harddisk-eksternal,Box Tempat Hardisk 3.5 Inch - Putih,Billionton,25000,4,3,02/10/2019
102086307,beli-harddisk-eksternal,"Samsung UA-49KU6300 4K UHD LED TV Curved Smart 49"" - Hitam - Khusus Jabodetabek",Samsung,11000000,5,1,02/10/2019
102134872,beli-harddisk-eksternal,V-GeN Flashdisk USB Astro 32GB ,V-Gen,60000,4,11,02/10/2019
102135800,beli-harddisk-eksternal,Vandisk Flash Disk V60N 16GB + USB OTG - Merah,VANDISK,72900,5,1,02/10/2019
102155833,beli-harddisk-eksternal,"Asus Transformer  T100TAF Intel Atom Z3735F 1,3GHz Ram 2GB SSD 32 GB Windows 10 Layar 10 inc Touchscreen",Asus,2500000,4,5,02/10/2019
102157473,beli-harddisk-eksternal,"ASUS X550Z AMD FX 7500 2,1 GHz Ram 8 GB Hardisk 1 TB VGA AMD Radeon 3 GB Windows 10 LCD 15,6 inc",Asus,6599000,3,1,02/10/2019
102160249,beli-harddisk-eksternal,"Dell - Notebook  Vostro 3468 - 14"" - Intel Core i3-7100U- 4GB -  1TB - Black - Include Kaspersky Anti Virus 6bln",Dell,6300000,5,2,02/10/2019
102185555,beli-harddisk-eksternal,Toshiba USB Flash 32 GB Free OTG Connect Kit + iRing Stand,Toshiba,35000,5,1,02/10/2019
102233073,beli-harddisk-eksternal,LENOVO V130-15IKB | 8GB | I5 7200U 7th Gen | 1TB | AMD Radeon 530 2GB | Slot SSD M2 | 15.6 HD LED | DOS | Iron Grey,Lenovo,7515500,4,3,02/10/2019
102239569,beli-harddisk-eksternal,"Toshiba C55 B1065 Core i3 4005 Ram 4GB Hardisk 500GB LCD 15,6"" No OS",Toshiba,5200000,2,3,02/10/2019
102243666,beli-harddisk-eksternal,Toshiba USB Flashdisk 16GB + FREE OTG Connect KIT,Toshiba,100500,3,2,02/10/2019
102290727,beli-harddisk-eksternal,【Free Pengiriman + Super Deal + Terbatas Offer】for Ponsel Pintar dan Komputer 32 GB 2 In 1 Mikro USB 2.0 Memori Drive Flash Stick OTG Fungsi Hitam,No Brand,97000,4,2,02/10/2019
102400921,beli-harddisk-eksternal,HP Probook 6570B - Intel I5 3210M - 4GB RAM - 500GB - Intel HD Graphics 4000 - DOS - Fingerprint - 15.6 Inch HD LED - No ODD - Grey,HP,4375000,3,1,02/10/2019
102403585,beli-harddisk-eksternal,LENOVO Ideapad 130-15IKB | I5-8250U | RAM 4GB DDR4 | 1TB HDD | NVidia GeForce MX110 2Gb | DOS | Layar 15.6 HD LED | DVDRW | Black,Lenovo,7335000,4,3,02/10/2019
102408427,beli-harddisk-eksternal,LENOVO V130-15IKB - 1TB HDD - I3-6006U - 4GB RAM - 1 Slot SSD M.2 - Intel HD Graphics 520 - DOS - 15.6 HD LED - DVDRW - Grey,Lenovo,4975000,4,19,02/10/2019
102413248,beli-harddisk-eksternal,Lenovo Ideapad 130-15IKB - Intel I5 8th Gen 8250U - 4GB RAM - 1TB - Intel HD - DOS - 15.6 HD LED - DVDRW - Black,Lenovo,6370000,4,1,02/10/2019
10245840,beli-harddisk-eksternal,"Toshiba C50T B1932 - Core I3-5005U - RAM 4GB - HDD 500GB - 15.6"" - Windows 10 Ori - Hitam",Toshiba,6057000,5,1,02/10/2019
102494885,beli-harddisk-eksternal,JUC KV-2128,JUC,1200000,5,1,02/10/2019
102499106,beli-harddisk-eksternal,TV SHARP LC24LE175 khusus Jabodetabek (untuk keluar kota wajib di packing kayu),Sharp,1250000,3,40,02/10/2019
102516961,beli-harddisk-eksternal,Homedepot SanDisk Cruzer U USB Flash Disk 32 GB - Hijau,SanDisk,206036,5,1,02/10/2019
102596349,beli-harddisk-eksternal, MICROSOFT Surface Pro 4 - RAM 8 GB - Intel Core i5 - SSD 256 GB - Silver + Free Surface Keyboard (Black),Microsoft,21000000,5,2,02/10/2019
102600852,beli-harddisk-eksternal,Hitachi Hardisk Eksternal Casing daun 500gb,Hitachi,570000,1,1,02/10/2019
102602911,beli-harddisk-eksternal,LG 20MT48 LED 20INCH KHUSUS JABODETABEK (untuk keluar kota wajib di packing kayu),LG,1675000,3,14,02/10/2019
102604520,beli-harddisk-eksternal,LED LG 24TK425 (KHUSUS JABODETABEK)  untuk keluar kota wajib di packing kayu ,LG,1700000,5,3,02/10/2019
102605803,beli-harddisk-eksternal,HP ElitePad 900 G1 / Intel Atom Z2760 / 2GB / 32GB EMMC / 10.1 WXGA LED / Windows 8.1 (FREE FLASHDISK 32GB+SOFTCASE),HP,2012000,5,1,02/10/2019
102619776,beli-harddisk-eksternal,"Asus X550Z-EXX211T - VGA AMD R7 M260DX 3GB - AMD FX-7500 R7 - 8GB - 1TB - Windows 10 - 15.6""",Lenovo,7000000,5,1,02/10/2019
102655829,beli-harddisk-eksternal,Seagate Backup Plus Slim Harddisk Eksternal [1TB/2.5Inch/USB3.0] - Biru,Seagate,773000,5,1,02/10/2019
102655830,beli-harddisk-eksternal,Seagate Backup Plus Slim Harddisk Eksternal [1TB/2.5Inch/USB3.0] - Merah,Seagate,789000,5,1,02/10/2019
